INSTNM,OPEID,REGION,SAT_AVG_ALL,PCTPELL,PCTFLOAN,ADM_RATE_ALL,UG,AVGFACSAL,COMPL_RPY_5YR_RT,DEBT_MDN,MEDIAN_HH_INC,ICLEVEL,HIGHDEG,CONTROL,WOMENONLY,MENONLY,LOCALE,Tuition,Degree_Type,Ownership,Regions,Locales,Locale_Short
Morningside College,187900,4,1070.0,0.3376,0.7729,0.5599209833187,968.0,6623.0,0.891566265,18130,54990.75,1,4,2,0.0,0.0,13.0,20899.0,Graduate,Private non-profit,Plains,City: Small,City
Mount Mercy University,188000,4,990.0,0.34700000000000003,0.7514,0.6064981949458399,1363.0,6081.0,0.840085288,17244,61693.27,1,4,2,0.0,0.0,12.0,18102.0,Graduate,Private non-profit,Plains,City: Midsize,City
Ashford University,188100,8,,0.5670000000000001,0.6797,,558.0,6030.0,0.600299215,9141,62011.29,1,4,3,0.0,0.0,11.0,16870.0,Graduate,Private for-profit,Far West,City: Large,City
North Iowa Area Community College,187700,4,,0.3254,0.358,,2803.0,6790.0,0.726443769,6250,50916.63,2,2,1,0.0,0.0,33.0,8584.0,Associates,Public,Plains,Town: Remote,Town
University of Northern Iowa,189000,4,1050.0,0.2631,0.5771,0.7953281423804199,12413.0,8382.0,0.858291457,16000,56117.97,1,4,1,0.0,0.0,13.0,15961.0,Graduate,Public,Plains,City: Small,City
Northwestern College,188300,4,1141.0,0.2913,0.6473,0.72123176661264,1243.0,6442.0,0.945409429,19364.5,58600.59,1,3,2,0.0,0.0,32.0,20464.0,Bachelors,Private non-profit,Plains,Town: Distant,Town
Northeast Iowa Community College,458700,4,,0.2927,0.2996,,3480.0,6343.0,0.732673267,7286,52213.56,2,2,1,0.0,0.0,42.0,9367.0,Associates,Public,Plains,Rural: Distant,Rural
Northwest Iowa Community College,460000,4,,0.1999,0.2481,,912.0,5558.0,0.893333333,7430,52188.07,2,2,1,0.0,0.0,41.0,12615.0,Associates,Public,Plains,Rural: Fringe,Rural
Des Moines University-Osteopathic Medical Center,185500,4,,,,,2.0,8786.0,PrivacySuppressed,PrivacySuppressed,61294.59,1,4,2,0.0,0.0,12.0,,Graduate,Private non-profit,Plains,City: Midsize,City
Iowa School of Beauty-Ottumwa,2306900,4,,0.4795,0.8493,,38.0,,PrivacySuppressed,10423,46711.56,2,1,3,0.0,0.0,33.0,9870.0,Certificate,Private for-profit,Plains,Town: Remote,Town
Palmer College of Chiropractic,1230000,4,,0.4412,0.7647,1.0,54.0,6385.0,0.493150685,7500,59646.88,1,4,2,0.0,0.0,13.0,19713.0,Graduate,Private non-profit,Plains,City: Small,City
PCI Academy-Ames,2160900,4,,0.2849,0.4358,,62.0,,0.644144144,8814.5,68923.73,2,1,3,0.0,0.0,13.0,12598.0,Certificate,Private for-profit,Plains,City: Small,City
Saint Ambrose University,188900,4,1050.0,0.2539,0.6761,0.72977219167321,2116.0,7137.0,0.850515464,20500,63314.56,1,4,2,0.0,0.0,13.0,24479.0,Graduate,Private non-profit,Plains,City: Small,City
St Luke's College,729100,4,,0.4094,0.7638,0.8,97.0,5361.0,0.848484849,12488,54778.78,1,3,2,0.0,0.0,13.0,25589.0,Bachelors,Private non-profit,Plains,City: Small,City
La James International College-Davenport,2134500,4,,0.6548,0.4405,,31.0,,0.492753623,5515,57280.44,2,1,3,0.0,0.0,13.0,12501.0,Certificate,Private for-profit,Plains,City: Small,City
La James International College-Iowa City,959300,4,,0.5915,0.5634,,90.0,,0.528301887,9500,56047.43,2,1,3,0.0,0.0,13.0,15750.0,Certificate,Private for-profit,Plains,City: Small,City
Simpson College,188700,4,1104.0,0.2711,0.7367,0.89457120377655,1912.0,6536.0,0.922942207,22000,60274.33,1,4,2,0.0,0.0,31.0,22120.0,Graduate,Private non-profit,Plains,Town: Fringe,Town
Southeastern Community College,184800,4,,0.374,0.2826,,1272.0,6289.0,0.668380463,5785,49483.4,2,2,1,0.0,0.0,33.0,6292.0,Associates,Public,Plains,Town: Remote,Town
Southwestern Community College,185700,4,,0.34,0.3731,,1211.0,4995.0,0.685512368,6267.5,46804.6,2,2,1,0.0,0.0,33.0,7694.0,Associates,Public,Plains,Town: Remote,Town
Capri College-Davenport,771700,4,,0.5532,0.5872,,93.0,,PrivacySuppressed,7586,57931.45,2,1,3,0.0,0.0,13.0,12135.0,Certificate,Private for-profit,Plains,City: Small,City
Iowa School of Beauty-Sioux City,3441300,4,,0.5741,0.9259,,,,PrivacySuppressed,10631.5,52918.04,2,1,3,0.0,0.0,13.0,12168.0,Certificate,Private for-profit,Plains,City: Small,City
E Q School of Hair Design,761100,4,,0.6386,0.5181,,43.0,,0.595744681,5605,52751.49,2,1,3,0.0,0.0,13.0,11024.0,Certificate,Private for-profit,Plains,City: Small,City
Upper Iowa University,189300,4,930.0,0.4402,0.733,0.65997770345596,4758.0,5838.0,0.787735849,16750,57565.93,1,4,2,0.0,0.0,43.0,17737.0,Graduate,Private non-profit,Plains,Rural: Remote,Rural
Waldorf University,189500,4,937.0,0.5323,0.8191,0.66093928980526,600.0,5044.0,0.803680982,9468,57010.8,1,3,3,0.0,0.0,33.0,20832.0,Bachelors,Private for-profit,Plains,Town: Remote,Town
Wartburg College,189600,4,1105.0,0.221,0.6579999999999999,0.73823940381928,1600.0,6719.0,0.943965517,23786,58222.9,1,3,2,0.0,0.0,32.0,22896.0,Bachelors,Private non-profit,Plains,Town: Distant,Town
Wartburg Theological Seminary,189700,4,,,,,,6897.0,,PrivacySuppressed,52068.33,1,4,2,0.0,0.0,13.0,,Graduate,Private non-profit,Plains,City: Small,City
The Salon Professional Academy,794100,4,,0.5763,0.322,,21.0,,PrivacySuppressed,6976,49247.14,2,1,3,0.0,0.0,13.0,9242.0,Certificate,Private for-profit,Plains,City: Small,City
Western Iowa Tech Community College,731600,4,,0.3308,0.2793,,4365.0,6427.0,0.638157895,5500,53055.62,2,2,1,0.0,0.0,13.0,7727.0,Associates,Public,Plains,City: Small,City
William Penn University,190000,4,,0.5065,0.7951,0.57502168256721,1384.0,5606.0,0.819607843,14618,58579.66,1,4,2,0.0,0.0,33.0,19023.0,Graduate,Private non-profit,Plains,Town: Remote,Town
Allen County Community College,190100,4,,0.3718,0.2306,,1968.0,5309.0,0.589285714,4500,52505.69,2,2,1,0.0,0.0,33.0,5533.0,Associates,Public,Plains,Town: Remote,Town
Baker University,190300,4,1048.0,0.3912,0.6634,0.81616832779623,828.0,5881.0,0.827380952,20412.5,67758.92,1,4,2,0.0,0.0,31.0,21249.0,Graduate,Private non-profit,Plains,Town: Fringe,Town
Barton County Community College,460800,4,,0.1457,0.0953,,4612.0,4927.0,0.677083333,5250,47554.85,2,2,1,0.0,0.0,41.0,9296.0,Associates,Public,Plains,Rural: Fringe,Rural
Benedictine College,1025600,4,1129.0,0.2096,0.5457,0.99147121535181,1323.0,6581.0,0.917695473,19500,64485.18,1,4,2,0.0,0.0,32.0,24221.0,Graduate,Private non-profit,Plains,Town: Distant,Town
Bethany College,190400,4,959.0,0.4073,0.6987,0.99272727272727,608.0,3917.0,0.88,11350.5,57710.76,1,3,2,0.0,0.0,33.0,19832.0,Bachelors,Private non-profit,Plains,Town: Remote,Town
Bethel College-North Newton,190500,4,,0.4907,0.9607,0.53248259860788,506.0,5333.0,PrivacySuppressed,15000,58345.11,1,3,2,0.0,0.0,32.0,19617.0,Bachelors,Private non-profit,Plains,Town: Distant,Town
Bryan University,3066200,4,,0.9048,0.7619,,269.0,2097.0,0.271604938,12657,54085.02,2,2,3,0.0,0.0,12.0,19085.0,Associates,Private for-profit,Plains,City: Midsize,City
Butler Community College,190600,4,,0.3545,0.4948,,7911.0,5742.0,0.685658153,5500,58911.52,2,2,1,0.0,0.0,32.0,9171.0,Associates,Public,Plains,Town: Distant,Town
Central Christian College of Kansas,190800,4,,0.5822,0.8034,,105.0,3597.0,PrivacySuppressed,8437.5,55393.39,1,3,2,0.0,0.0,33.0,15826.0,Bachelors,Private non-profit,Plains,Town: Remote,Town
Cloud County Community College,190900,4,,0.2972,0.2195,,2668.0,4126.0,0.772277228,5500,46989.25,2,2,1,0.0,0.0,41.0,5573.0,Associates,Public,Plains,Rural: Fringe,Rural
Coffeyville Community College,191000,4,,0.4397,0.209,,1680.0,5142.0,0.446043166,5500,47474.88,2,2,1,0.0,0.0,33.0,3803.0,Associates,Public,Plains,Town: Remote,Town
Colby Community College,191100,4,,0.3067,0.302,,2160.0,3149.0,0.772486773,5502.5,47785.01,2,2,1,0.0,0.0,33.0,8489.0,Associates,Public,Plains,Town: Remote,Town
Cowley County Community College,190200,4,,0.4177,0.3735,,3986.0,5091.0,0.629310345,4500,55353.2,2,2,1,0.0,0.0,32.0,9289.0,Associates,Public,Plains,Town: Distant,Town
Dodge City Community College,191300,4,,0.3592,0.1369,,1999.0,5733.0,0.659090909,5500,51590.18,2,2,1,0.0,0.0,33.0,6419.0,Associates,Public,Plains,Town: Remote,Town
Donnelly College,191400,4,,0.6501,0.2376,,318.0,4397.0,PrivacySuppressed,4750,46706.81,1,3,2,0.0,0.0,12.0,9826.0,Bachelors,Private non-profit,Plains,City: Midsize,City
Emporia State University,192700,4,1030.0,0.3919,0.6284,0.86981566820276,4198.0,6352.0,0.826719577,12666,56675.47,1,4,1,0.0,0.0,33.0,14409.0,Graduate,Public,Plains,Town: Remote,Town
Flint Hills Technical College,526400,4,,0.4498,0.8565,,391.0,5221.0,0.634408602,8750,47173.87,2,2,1,0.0,0.0,33.0,15471.0,Associates,Public,Plains,Town: Remote,Town
Fort Hays State University,191500,4,,0.2853,0.4074,0.85879332477535,4418.0,6708.0,0.841968912,11900,50801.46,1,4,1,0.0,0.0,33.0,11872.0,Graduate,Public,Plains,Town: Remote,Town
Barclay College,191700,4,,0.6344,0.7665,0.7473684210526299,193.0,4466.0,PrivacySuppressed,10125,57474.39,1,4,2,0.0,0.0,43.0,16881.0,Graduate,Private non-profit,Plains,Rural: Remote,Rural
Friends University,191800,4,1014.0,0.4093,0.698,0.5849315068493101,2668.0,6709.0,0.759206799,20250,60343.56,1,4,2,0.0,0.0,11.0,16474.0,Graduate,Private non-profit,Plains,City: Large,City
Fort Scott Community College,191600,4,,0.511,0.5551,,1677.0,3657.0,0.628318584,5500,47657.37,2,2,1,0.0,0.0,33.0,4965.0,Associates,Public,Plains,Town: Remote,Town
Garden City Community College,191900,4,,0.402,0.4455,,2107.0,5631.0,0.657657658,4500,53413.92,2,2,1,0.0,0.0,33.0,4592.0,Associates,Public,Plains,Town: Remote,Town
Haskell Indian Nations University,1043800,4,850.0,0.6894,0.0,0.70336391437308,918.0,6187.0,,PrivacySuppressed,43179.27,1,3,1,0.0,0.0,13.0,3181.0,Bachelors,Public,Plains,City: Small,City
Hays Academy of Hair Design,2257700,4,,0.4957,0.5983,,24.0,,0.596774194,9654,45056.95,3,1,3,0.0,0.0,33.0,14124.0,Certificate,Private for-profit,Plains,Town: Remote,Town
Hesston College,192000,4,,0.4276,0.8154,,436.0,5052.0,0.880952381,12000,56658.51,1,2,2,0.0,0.0,32.0,18673.0,Associates,Private non-profit,Plains,Town: Distant,Town
Highland Community College,192100,4,,0.2655,0.2484,,2693.0,5244.0,PrivacySuppressed,5500,52846.47,2,2,1,0.0,0.0,42.0,6355.0,Associates,Public,Plains,Rural: Distant,Rural
Hutchinson Community College,192300,4,,0.2908,0.2141,,3466.0,6016.0,0.67027027,5500,52632.51,2,2,1,0.0,0.0,32.0,7252.0,Associates,Public,Plains,Town: Distant,Town
Independence Community College,192400,4,,0.3598,0.1767,,1144.0,5005.0,0.647058824,3029,46661.86,2,2,1,0.0,0.0,33.0,3161.0,Associates,Public,Plains,Town: Remote,Town
Johnson County Community College,824400,4,,0.1958,0.1573,,16383.0,7689.0,0.700680272,4500,73264.23,2,2,1,0.0,0.0,12.0,7421.0,Associates,Public,Plains,City: Midsize,City
Concorde Career College-Kansas City,2361600,4,,0.3998,0.4497,0.8321554770318,320.0,5724.0,0.334288443,9500,52050.38,1,3,3,0.0,0.0,11.0,21872.0,Bachelors,Private for-profit,Plains,City: Large,City
Kansas City Kansas Community College,192500,4,,0.4534,0.247,,5238.0,6565.0,0.668449198,6093,56103.26,2,2,1,0.0,0.0,12.0,15094.0,Associates,Public,Plains,City: Midsize,City
Kansas Christian College,2168900,4,,0.3333,0.2333,,,2453.0,,PrivacySuppressed,,1,2,2,0.0,0.0,12.0,6660.0,Associates,Private non-profit,Plains,City: Midsize,City
University of Kansas,194800,4,1145.0,0.2289,0.4514,0.9346750247443,19698.0,9819.0,0.83886689,14424,70891.42,1,4,1,0.0,0.0,13.0,18755.0,Graduate,Public,Plains,City: Small,City
Newman University,193900,4,1095.0,0.1611,0.2441,0.56274664561957,1557.0,6079.0,0.785714286,15250,62008.99,1,4,2,0.0,0.0,11.0,13906.0,Graduate,Private non-profit,Plains,City: Large,City
Old Town Barber College-Wichita,2134800,4,,0.9423,0.8846,,37.0,,PrivacySuppressed,10814.5,53208.35,3,1,3,0.0,0.0,11.0,12456.0,Certificate,Private for-profit,Plains,City: Large,City
Kansas State University,192800,4,,0.2352,0.4798,0.94922641098278,18252.0,8634.0,0.896979086,17200,59909.03,1,4,1,0.0,0.0,13.0,17401.0,Graduate,Public,Plains,City: Small,City
Kansas Wesleyan University,192900,4,1020.0,0.4258,0.7871,0.6161369193154,697.0,5734.0,0.663755459,14857.5,54592.99,1,4,2,0.0,0.0,33.0,20514.0,Graduate,Private non-profit,Plains,Town: Remote,Town
Washburn Institute of Technology,194901,4,,0.3196,0.2695,0.42924528301886,1013.0,,0.796592119,12000,53955.1,3,1,1,0.0,0.0,12.0,10087.0,Certificate,Public,Plains,City: Midsize,City
Labette Community College,193000,4,,0.285,0.13699999999999998,,1338.0,5270.0,0.760683761,5300,43948.65,2,2,1,0.0,0.0,33.0,6669.0,Associates,Public,Plains,Town: Remote,Town
Manhattan Area Technical College,550000,4,,0.4321,0.5235,,320.0,5789.0,0.803030303,8910,47521.64,2,2,1,0.0,0.0,13.0,12762.0,Associates,Public,Plains,City: Small,City
Manhattan Christian College,193100,4,1025.0,0.3987,0.7749,0.82178217821782,406.0,5283.0,PrivacySuppressed,10500,58385.25,1,3,2,0.0,0.0,13.0,18609.0,Bachelors,Private non-profit,Plains,City: Small,City
McPherson College,193300,4,940.0,0.42,0.7577,0.7271341463414599,463.0,5720.0,0.777777778,15750,59250.54,1,4,2,0.0,0.0,33.0,20003.0,Graduate,Private non-profit,Plains,Town: Remote,Town
MidAmerica Nazarene University,703200,4,1015.0,0.383,0.6674,0.6135857461024399,1302.0,6292.0,0.790432802,15000,69737.68,1,4,2,0.0,0.0,21.0,18597.0,Graduate,Private non-profit,Plains,Suburb: Large,Suburb
Neosho County Community College,193600,4,,0.3101,0.2143,,1479.0,4622.0,0.74,5965,50750.94,2,2,1,0.0,0.0,33.0,8054.0,Associates,Public,Plains,Town: Remote,Town
North Central Kansas Technical College,526500,4,,0.473,0.5381,,411.0,4214.0,0.737313433,8750,45583.05,2,2,1,0.0,0.0,41.0,11293.0,Associates,Public,Plains,Rural: Fringe,Rural
Northwest Kansas Technical College,526700,4,,0.2457,0.3326,,593.0,5188.0,0.734375,7717,46925.12,2,2,1,0.0,0.0,33.0,13946.0,Associates,Public,Plains,Town: Remote,Town
Ottawa University-Ottawa,193700,4,,0.4324,0.7736,0.40918163672654,429.0,6065.0,0.657718121,12908.5,65346.8,1,4,2,0.0,0.0,32.0,20317.0,Graduate,Private non-profit,Plains,Town: Distant,Town
Ottawa University-Kansas City,193702,4,,0.4212,0.652,0.40918163672654,404.0,1257.0,0.657718121,12908.5,65346.8,1,4,2,0.0,0.0,12.0,,Graduate,Private non-profit,Plains,City: Midsize,City
Pittsburg State University,192600,4,,0.3775,0.5716,0.8134964775676601,5222.0,7187.0,0.835016835,13250,50242.27,1,4,1,0.0,0.0,32.0,13002.0,Graduate,Public,Plains,Town: Distant,Town
Pratt Community College,193800,4,,0.3225,0.3095,,1331.0,4570.0,0.82631579,5500,50619.61,2,2,1,0.0,0.0,41.0,6306.0,Associates,Public,Plains,Rural: Fringe,Rural
University of Saint Mary,194300,4,978.0,0.325,0.5016,0.49042553191489,510.0,5717.0,0.785340314,17000,62613.14,1,4,2,0.0,0.0,31.0,14850.0,Graduate,Private non-profit,Plains,Town: Fringe,Town
Salina Area Technical College,549900,4,,0.2384,0.2439,,310.0,5142.0,0.714285714,5500,50346.68,2,2,1,0.0,0.0,33.0,5687.0,Associates,Public,Plains,Town: Remote,Town
Seward County Community College,822800,4,,0.2063,0.101,,1750.0,5060.0,0.758241758,3500,51446.43,2,2,1,0.0,0.0,33.0,5009.0,Associates,Public,Plains,Town: Remote,Town
Southwestern College,194000,4,999.0,0.3741,0.4785,0.91160220994475,1114.0,5296.0,0.759656652,18338,58156.66,1,4,2,0.0,0.0,32.0,22807.0,Graduate,Private non-profit,Plains,Town: Distant,Town
Sterling College,194500,4,990.0,0.4597,0.7653,0.41413237924865,440.0,4627.0,0.803030303,13516.5,58015.54,1,3,2,0.0,0.0,42.0,17648.0,Bachelors,Private non-profit,Plains,Rural: Distant,Rural
Tabor College,194600,4,1007.0,0.3385,0.7348,0.5540540540540501,572.0,4534.0,0.862068966,14750,57538.37,1,4,2,0.0,0.0,33.0,21434.0,Graduate,Private non-profit,Plains,Town: Remote,Town
Washburn University,194900,4,,0.3565,0.5042,0.42924528301886,4888.0,7552.0,0.796592119,12000,57541.98,1,4,1,0.0,0.0,12.0,11153.0,Graduate,Public,Plains,City: Midsize,City
Wichita Area Technical College,549800,4,,0.322,0.3196,,3829.0,4406.0,0.56918239,7250,56522.93,2,2,1,0.0,0.0,41.0,11179.0,Associates,Public,Plains,Rural: Fringe,Rural
Wichita State University,195000,4,1089.0,0.3607,0.5101,0.94732965009208,11377.0,7644.0,0.774827403,13750,60078.99,1,4,1,0.0,0.0,11.0,14945.0,Graduate,Public,Plains,City: Large,City
Wichita Technical Institute,1050300,4,,0.8975,0.8509,,40.0,4012.0,0.334924423,13000,51573.55,2,2,3,0.0,0.0,11.0,18426.0,Associates,Private for-profit,Plains,City: Large,City
Alice Lloyd College,195100,5,1006.0,0.5495,0.5906,0.35107046352109,557.0,4729.0,0.721311475,7550,31403.34,1,3,2,0.0,0.0,43.0,10968.0,Bachelors,Private non-profit,South East,Rural: Remote,Rural
Asbury University,195200,5,1101.0,0.3281,0.5978,0.56851851851851,1338.0,6328.0,0.851190476,19000,61842.48,1,4,2,0.0,0.0,31.0,25897.0,Graduate,Private non-profit,South East,Town: Fringe,Town
Asbury Theological Seminary,195300,5,,,,,,7920.0,PrivacySuppressed,PrivacySuppressed,56966.82,1,4,2,0.0,0.0,31.0,,Graduate,Private non-profit,South East,Town: Fringe,Town
Ashland Community and Technical College,199000,5,,0.5133,0.3725,,2232.0,5285.0,0.565476191,6449,41775.74,2,2,1,0.0,0.0,13.0,5993.0,Associates,Public,South East,City: Small,City
Barrett and Company School of Hair Design,2518900,5,,0.6607,0.4554,,49.0,,PrivacySuppressed,7940.5,53548.2,2,1,3,0.0,0.0,31.0,11149.0,Certificate,Private for-profit,South East,Town: Fringe,Town
Bellarmine University,195400,5,1120.0,0.2476,0.6279,0.839422259983,2347.0,7799.0,0.875984252,19000,65601.28,1,4,2,0.0,0.0,21.0,23494.0,Graduate,Private non-profit,South East,Suburb: Large,Suburb
Berea College,195500,5,1117.0,0.8328,0.2134,0.3651376146788901,1590.0,7633.0,0.76446281,4830,47532.74,1,3,2,0.0,0.0,32.0,4222.0,Bachelors,Private non-profit,South East,Town: Distant,Town
PJ's College of Cosmetology-Bowling Green,2337200,5,,0.453,0.3923,,53.0,,0.273529412,7389,53151.54,2,1,3,0.0,0.0,13.0,7912.0,Certificate,Private for-profit,South East,City: Small,City
Southcentral Kentucky Community and Technical College,527100,5,,0.5192,0.3794,,854.0,4369.0,0.619266055,8500,44390.6,2,2,1,0.0,0.0,13.0,6526.0,Associates,Public,South East,City: Small,City
Brescia University,195800,5,1003.0,0.57,0.7726,0.47941247291114,688.0,5246.0,0.764705882,16111,50402.08,1,4,2,0.0,0.0,13.0,10731.0,Graduate,Private non-profit,South East,City: Small,City
Campbellsville University,195900,5,986.0,0.4261,0.5244,0.75571927103528,1500.0,5036.0,0.786516854,10500,47586.61,1,4,2,0.0,0.0,32.0,16674.0,Graduate,Private non-profit,South East,Town: Distant,Town
Bluegrass Community and Technical College,524400,5,,0.4517,0.35200000000000004,,753.0,5194.0,0.567901235,6371,51080.41,2,2,1,0.0,0.0,11.0,6487.0,Associates,Public,South East,City: Large,City
Centre College,196100,5,1279.0,0.1449,0.4448,0.71170839469808,1055.0,8068.0,0.896825397,25000,64052.84,1,3,2,0.0,0.0,32.0,23062.0,Bachelors,Private non-profit,South East,Town: Distant,Town
Clear Creek Baptist Bible College,2535600,5,,0.7821,0.0,,189.0,4117.0,,PrivacySuppressed,39097.8,1,3,2,0.0,0.0,42.0,6612.0,Bachelors,Private non-profit,South East,Rural: Distant,Rural
Paul Mitchell the School-Lexington,2340800,5,,0.6101,0.5723,,52.0,,0.520833333,12000,58031.69,2,1,3,0.0,0.0,11.0,12172.0,Certificate,Private for-profit,South East,City: Large,City
Galen College of Nursing-Louisville,3083700,5,,0.6162,0.8943,,48.0,5267.0,0.529754959,14876.5,54499.36,1,2,3,0.0,0.0,21.0,24014.0,Associates,Private for-profit,South East,Suburb: Large,Suburb
University of the Cumberlands,196200,5,1022.0,0.3992,0.4689,0.6828465651995,1554.0,5054.0,0.78807947,8250,44968.88,1,4,2,0.0,0.0,33.0,16357.0,Graduate,Private non-profit,South East,Town: Remote,Town
Eastern Kentucky University,196300,5,1028.0,0.4336,0.5797,0.7063142437591701,13285.0,7122.0,0.744689221,13750,47617.36,1,4,1,0.0,0.0,32.0,11647.0,Graduate,Public,South East,Town: Distant,Town
Elizabethtown Community and Technical College,199100,5,,0.4325,0.2733,,3484.0,5064.0,0.679054054,6475,48964.63,2,2,1,0.0,0.0,13.0,6428.0,Associates,Public,South East,City: Small,City
Frontier Nursing University,3007000,5,,,,,,4043.0,PrivacySuppressed,PrivacySuppressed,,1,4,2,0.0,0.0,42.0,,Graduate,Private non-profit,South East,Rural: Distant,Rural
Georgetown College,196400,5,1045.0,0.3687,0.7538,0.67692307692307,1365.0,6285.0,0.88671875,19500,56937.11,1,4,2,0.0,0.0,31.0,19210.0,Graduate,Private non-profit,South East,Town: Fringe,Town
PJ's College of Cosmetology-Glasgow,2551100,5,,0.6556,0.4667,,22.0,,PrivacySuppressed,8749,38081.94,2,1,3,0.0,0.0,32.0,8887.0,Certificate,Private for-profit,South East,Town: Distant,Town
Hazard Community and Technical College,696200,5,,0.4921,0.2504,,2241.0,5412.0,0.525581395,5719,28303.42,2,2,1,0.0,0.0,33.0,4221.0,Associates,Public,South East,Town: Remote,Town
Paul Mitchell the School-Louisville,2351700,5,,0.5247,0.5802,,41.0,,0.422680412,12000,35802.1,2,1,3,0.0,0.0,21.0,11124.0,Certificate,Private for-profit,South East,Suburb: Large,Suburb
Henderson Community College,199300,5,,0.387,0.2595,,1170.0,5463.0,0.595959596,6538,49398.82,2,2,1,0.0,0.0,41.0,6491.0,Associates,Public,South East,Rural: Fringe,Rural
Hopkinsville Community College,199400,5,,0.5657,0.2865,,2554.0,5092.0,0.568345324,6500,46184.42,2,2,1,0.0,0.0,32.0,5207.0,Associates,Public,South East,Town: Distant,Town
Jefferson Community and Technical College,696100,5,,0.4716,0.2858,,9520.0,5339.0,0.600644122,6498,52179.03,2,2,1,0.0,0.0,21.0,6618.0,Associates,Public,South East,Suburb: Large,Suburb
Summit Salon Academy-Lexington,1042400,5,,0.4515,0.4739,,39.0,,0.510638298,9500,50105.28,2,1,3,0.0,0.0,11.0,10392.0,Certificate,Private for-profit,South East,City: Large,City
American National University-Lexington,1048900,5,,0.8593,0.8337,,1723.0,3260.0,0.281055901,13798,46461.38,1,3,3,0.0,0.0,11.0,18669.0,Bachelors,Private for-profit,South East,City: Large,City
